input,weight,output,scenario,iteration
electricity_primary,26070722.12,elec_lines_primary:Tenby,2050_high_hydrogen,Run_2_3_
elec_lines_primary:Tenby,4866803.254,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,39735117.11,elec_lines_primary:Whitland,2050_high_hydrogen,Run_2_3_
elec_lines_primary:Whitland,31868582.62,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_transport,12892641.23,electric_bus,2050_high_hydrogen,Run_2_3_
electric_bus,5930614.967,bus_mileage,2050_high_hydrogen,Run_2_3_
electricity_transport,97493927.22,electric_car,2050_high_hydrogen,Run_2_3_
electric_car,341228745.3,car_mileage,2050_high_hydrogen,Run_2_3_
electricity_transport,30231646.56,electric_hgv,2050_high_hydrogen,Run_2_3_
electric_hgv,8464861.036,hgv_mileage,2050_high_hydrogen,Run_2_3_
electricity_transport,17683104.11,electric_van,2050_high_hydrogen,Run_2_3_
electric_van,57646919.41,van_mileage,2050_high_hydrogen,Run_2_3_
electricity,723156891.4,electrolyser,2050_high_hydrogen,Run_2_3_
electrolyser,560446590.8,hydrogen,2050_high_hydrogen,Run_2_3_
electricity,158301319.1,ev_chargers,2050_high_hydrogen,Run_2_3_
ev_chargers,158301319.1,electricity_transport,2050_high_hydrogen,Run_2_3_
electricity_grid,-20629317.87,grid_substation,2050_high_hydrogen,Run_2_3_
electricity_primary,-20003760,grid_substation,2050_high_hydrogen,Run_2_3_
grid_substation,20003760,electricity_grid,2050_high_hydrogen,Run_2_3_
grid_substation,20629317.87,electricity_primary,2050_high_hydrogen,Run_2_3_
ground_pv,1415870074,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity,197065994,heat_pump,2050_high_hydrogen,Run_2_3_
heat_pump,492664985.1,heat,2050_high_hydrogen,Run_2_3_
hgv_mileage,9174371.535,hgv_demand,2050_high_hydrogen,Run_2_3_
hydroelectricity,4802232,electricity_primary,2050_high_hydrogen,Run_2_3_
hydrogen,557087353.7,hydrogen_boiler_to_heat1,2050_high_hydrogen,Run_2_3_
hydrogen_boiler_to_heat1,467953377.1,hydrogen_heat,2050_high_hydrogen,Run_2_3_
hydrogen_transport,1317.318679,hydrogen_car,2050_high_hydrogen,Run_2_3_
hydrogen_car,4795.03999,car_mileage,2050_high_hydrogen,Run_2_3_
hydrogen_transport,2086795.587,hydrogen_hgv,2050_high_hydrogen,Run_2_3_
hydrogen_hgv,709510.4997,hgv_mileage,2050_high_hydrogen,Run_2_3_
hydrogen_import,42742895.39,hydrogen,2050_high_hydrogen,Run_2_3_
hydrogen,5102132.554,hydrogen_refueller,2050_high_hydrogen,Run_2_3_
hydrogen_refueller,2295959.649,hydrogen_transport,2050_high_hydrogen,Run_2_3_
hydrogen_transport,1785624.941,hydrogen_storage_transport,2050_high_hydrogen,Run_2_3_
hydrogen_storage_transport,1577778.198,hydrogen_transport,2050_high_hydrogen,Run_2_3_
national_grid_import,625557.866,electricity_grid,2050_high_hydrogen,Run_2_3_
onshore_wind,53673921.65,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity,-66920625.87,primary_substation,2050_high_hydrogen,Run_2_3_
electricity_primary,-1594039996,primary_substation,2050_high_hydrogen,Run_2_3_
primary_substation,1541892412,electricity,2050_high_hydrogen,Run_2_3_
primary_substation,119068209.7,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity,70068629.91,resistance_heating,2050_high_hydrogen,Run_2_3_
resistance_heating,70068629.91,heat,2050_high_hydrogen,Run_2_3_
rooftop_pv,18586396.91,electricity,2050_high_hydrogen,Run_2_3_
van_mileage,57646919.41,van_demand,2050_high_hydrogen,Run_2_3_
electricity,317793992.2,battery,2050_low_demand,Run_2_3_
battery,268980835,electricity,2050_low_demand,Run_2_3_
biomass,1126256.682,biomass_boiler_to_heat,2050_low_demand,Run_2_3_
biomass_boiler_to_heat,788379.6771,heat,2050_low_demand,Run_2_3_
biomass_import,1126256.682,biomass,2050_low_demand,Run_2_3_
bus_mileage,5930614.967,bus_demand,2050_low_demand,Run_2_3_
car_mileage,341233540.3,car_demand,2050_low_demand,Run_2_3_
electricity,397320624.6,demand_elec,2050_low_demand,Run_2_3_
heat,947862470,demand_heat,2050_low_demand,Run_2_3_
hydrogen,41000000,demand_hydrogen_industrial,2050_low_demand,Run_2_3_
electricity_grid,22365834.44,elec_lines_grid:Golden Hill,2050_low_demand,Run_2_3_
elec_lines_grid:Golden Hill,2812389.679,electricity_grid,2050_low_demand,Run_2_3_
electricity_grid,3288669.679,elec_lines_grid:Haverfordwest Power Stn,2050_low_demand,Run_2_3_
elec_lines_grid:Haverfordwest Power Stn,16012927.62,electricity_grid,2050_low_demand,Run_2_3_
electricity_grid,18825317.3,elec_lines_grid:Neyland,2050_low_demand,Run_2_3_
elec_lines_grid:Neyland,20201237.3,electricity_grid,2050_low_demand,Run_2_3_
elec_lines_grid:St Twynells,5453266.817,electricity_grid,2050_low_demand,Run_2_3_
electricity_primary,38147271.38,elec_lines_primary:Brawdy,2050_low_demand,Run_2_3_
elec_lines_primary:Brawdy,17467648.9,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,50596211.82,elec_lines_primary:Bridell,2050_low_demand,Run_2_3_
elec_lines_primary:Bridell,7307162.06,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,343634440.2,elec_lines_primary:Broadfield,2050_low_demand,Run_2_3_
elec_lines_primary:Broadfield,277510806,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,15744358.05,elec_lines_primary:Fishguard,2050_low_demand,Run_2_3_
elec_lines_primary:Fishguard,105431312.4,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,224757601.8,elec_lines_primary:Golden Hill,2050_low_demand,Run_2_3_
elec_lines_primary:Golden Hill,83972404.84,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,29102722.97,elec_lines_primary:Haverfordwest Power Stn,2050_low_demand,Run_2_3_
elec_lines_primary:Haverfordwest Power Stn,621205060.4,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,14506353.59,elec_lines_primary:Llanfyrnach,2050_low_demand,Run_2_3_
elec_lines_primary:Llanfyrnach,1254025.679,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,69578949.48,elec_lines_primary:Merlins Bridge,2050_low_demand,Run_2_3_
elec_lines_primary:Merlins Bridge,22729.3554,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,48609982.21,elec_lines_primary:Milford Haven,2050_low_demand,Run_2_3_
elec_lines_primary:Milford Haven,15294775.01,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,73247946.93,elec_lines_primary:Nevern,2050_low_demand,Run_2_3_
elec_lines_primary:Nevern,47335297.15,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,7273529.824,elec_lines_primary:Newcastle Emlyn South,2050_low_demand,Run_2_3_
elec_lines_primary:Newcastle Emlyn South,3260914.67,electricity_primary,2050_low_demand,Run_2_3_
Hydrogen storage tank,28371.99063,Hydrogen,2050 high Hydrogen,Run 2 6 
electricity_primary,108409991.4,elec_lines_primary:Neyland,2050_low_demand,Run_2_3_
elec_lines_primary:Neyland,19732021.36,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,97623626.47,elec_lines_primary:Penblewin,2050_low_demand,Run_2_3_
elec_lines_primary:Penblewin,31942543.53,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,104386646.8,elec_lines_primary:St Davids,2050_low_demand,Run_2_3_
elec_lines_primary:St Davids,60761702.44,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,235400675.5,elec_lines_primary:St Florence,2050_low_demand,Run_2_3_
elec_lines_primary:St Florence,209338848.8,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,3006097.409,elec_lines_primary:St Twynells,2050_low_demand,Run_2_3_
elec_lines_primary:St Twynells,14874793.07,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,98972694.54,elec_lines_primary:Steynton,2050_low_demand,Run_2_3_
elec_lines_primary:Steynton,98779348.81,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,46755788.53,elec_lines_primary:Tenby,2050_low_demand,Run_2_3_
elec_lines_primary:Tenby,92194.31811,electricity_primary,2050_low_demand,Run_2_3_
electricity_primary,29066673.13,elec_lines_primary:Whitland,2050_low_demand,Run_2_3_
elec_lines_primary:Whitland,23237973.41,electricity_primary,2050_low_demand,Run_2_3_
electricity_transport,12892641.23,electric_bus,2050_low_demand,Run_2_3_
electric_bus,5930614.967,bus_mileage,2050_low_demand,Run_2_3_
electricity_transport,97494366.45,electric_car,2050_low_demand,Run_2_3_
electric_car,341230282.6,car_mileage,2050_low_demand,Run_2_3_
electricity_transport,30261717.93,electric_hgv,2050_low_demand,Run_2_3_
electric_hgv,8473281.019,hgv_mileage,2050_low_demand,Run_2_3_
electricity_transport,17683104.11,electric_van,2050_low_demand,Run_2_3_
electric_van,57646919.41,van_mileage,2050_low_demand,Run_2_3_
electricity,56900719.84,electrolyser,2050_low_demand,Run_2_3_
electrolyser,44098057.88,hydrogen,2050_low_demand,Run_2_3_
electricity,158331829.7,ev_chargers,2050_low_demand,Run_2_3_
ev_chargers,158331829.7,electricity_transport,2050_low_demand,Run_2_3_
electricity_grid,-22895034.44,grid_substation,2050_low_demand,Run_2_3_
electricity_primary,-17388847.62,grid_substation,2050_low_demand,Run_2_3_
grid_substation,17441767.62,electricity_grid,2050_low_demand,Run_2_3_
grid_substation,22842114.44,electricity_primary,2050_low_demand,Run_2_3_
ground_pv,1001947291,electricity_primary,2050_low_demand,Run_2_3_
electricity,349561591.5,heat_pump,2050_low_demand,Run_2_3_
heat_pump,873903978.8,heat,2050_low_demand,Run_2_3_
hgv_mileage,9174371.535,hgv_demand,2050_low_demand,Run_2_3_
hydroelectricity,4802232,electricity_primary,2050_low_demand,Run_2_3_
hydrogen_transport,894.9812752,hydrogen_car,2050_low_demand,Run_2_3_
hydrogen_car,3257.731842,car_mileage,2050_low_demand,Run_2_3_
hydrogen_transport,2062030.929,hydrogen_hgv,2050_low_demand,Run_2_3_
hydrogen_hgv,701090.5159,hgv_mileage,2050_low_demand,Run_2_3_
hydrogen_import,1934513.686,hydrogen,2050_low_demand,Run_2_3_
hydrogen,5032571.565,hydrogen_refueller,2050_low_demand,Run_2_3_
hydrogen_refueller,2264657.204,hydrogen_transport,2050_low_demand,Run_2_3_
hydrogen_storage_tank,-2.13E-10,hydrogen,2050_low_demand,Run_2_3_
hydrogen_transport,1733086.716,hydrogen_storage_transport,2050_low_demand,Run_2_3_
hydrogen_storage_transport,1531355.422,hydrogen_transport,2050_low_demand,Run_2_3_
national_grid_import,5453266.817,electricity_grid,2050_low_demand,Run_2_3_
onshore_wind,53308848.11,electricity_primary,2050_low_demand,Run_2_3_
electricity,-54216763.32,primary_substation,2050_low_demand,Run_2_3_
electricity_primary,-1134659906,primary_substation,2050_low_demand,Run_2_3_
primary_substation,1119728401,electricity,2050_low_demand,Run_2_3_
primary_substation,69148268.63,electricity_primary,2050_low_demand,Run_2_3_
electricity,73170111.54,resistance_heating,2050_low_demand,Run_2_3_
resistance_heating,73170111.54,heat,2050_low_demand,Run_2_3_
rooftop_pv,18586396.91,electricity,2050_low_demand,Run_2_3_
van_mileage,57646919.41,van_demand,2050_low_demand,Run_2_3_
anaerobic_digestion,16996854.61,electricity_primary,baseline,Run_2_3_
electricity,345921565.1,battery,baseline,Run_2_3_
battery,292788012.7,electricity,baseline,Run_2_3_
biomass,5011.034483,biomass_boiler_to_elec,baseline,Run_2_3_
biomass_boiler_to_elec,1453.2,electricity,baseline,Run_2_3_
biomass,3711572.995,biomass_boiler_to_heat,baseline,Run_2_3_
biomass_boiler_to_heat,2598101.096,heat,baseline,Run_2_3_
biomass_import,3716584.029,biomass,baseline,Run_2_3_
bus_mileage,59306149.14,bus_demand,baseline,Run_2_3_
car_mileage,294166845.1,car_demand,baseline,Run_2_3_
electricity,262847102.4,demand_elec,baseline,Run_2_3_
heat,1031478689,demand_heat,baseline,Run_2_3_
hydrogen,41000000,demand_hydrogen_industrial,baseline,Run_2_3_
electricity_grid,29773580.39,elec_lines_grid:Golden Hill,baseline,Run_2_3_
elec_lines_grid:Golden Hill,687960,electricity_grid,baseline,Run_2_3_
electricity_grid,3757320,elec_lines_grid:Haverfordwest Power Stn,baseline,Run_2_3_
elec_lines_grid:Haverfordwest Power Stn,12692050.2,electricity_grid,baseline,Run_2_3_
electricity_grid,13380010.2,elec_lines_grid:Neyland,baseline,Run_2_3_
elec_lines_grid:Neyland,31266970.2,electricity_grid,baseline,Run_2_3_
elec_lines_grid:St Twynells,2263930.187,electricity_grid,baseline,Run_2_3_
electricity_primary,74932812.23,elec_lines_primary:Brawdy,baseline,Run_2_3_
elec_lines_primary:Brawdy,11860.2655,electricity_primary,baseline,Run_2_3_
electricity_primary,59500147.58,elec_lines_primary:Bridell,baseline,Run_2_3_
elec_lines_primary:Bridell,4641709.965,electricity_primary,baseline,Run_2_3_
electricity_primary,292240740.5,elec_lines_primary:Broadfield,baseline,Run_2_3_
elec_lines_primary:Broadfield,210876659.5,electricity_primary,baseline,Run_2_3_
electricity_primary,46892878.75,elec_lines_primary:Fishguard,baseline,Run_2_3_
elec_lines_primary:Fishguard,108107325.8,electricity_primary,baseline,Run_2_3_
electricity_primary,182950241,elec_lines_primary:Golden Hill,baseline,Run_2_3_
elec_lines_primary:Golden Hill,64254816.86,electricity_primary,baseline,Run_2_3_
electricity_primary,25635133.43,elec_lines_primary:Haverfordwest Power Stn,baseline,Run_2_3_
elec_lines_primary:Haverfordwest Power Stn,663745507.2,electricity_primary,baseline,Run_2_3_
electricity_primary,16400311.2,elec_lines_primary:Llanfyrnach,baseline,Run_2_3_
elec_lines_primary:Llanfyrnach,119374.7832,electricity_primary,baseline,Run_2_3_
electricity_primary,62175629.11,elec_lines_primary:Merlins Bridge,baseline,Run_2_3_
elec_lines_primary:Merlins Bridge,287495.599,electricity_primary,baseline,Run_2_3_
electricity_primary,37495984.74,elec_lines_primary:Milford Haven,baseline,Run_2_3_
elec_lines_primary:Milford Haven,2099385.412,electricity_primary,baseline,Run_2_3_
electricity_primary,92614488.86,elec_lines_primary:Nevern,baseline,Run_2_3_
elec_lines_primary:Nevern,58623402.97,electricity_primary,baseline,Run_2_3_
electricity_primary,4575797.096,elec_lines_primary:Newcastle Emlyn South,baseline,Run_2_3_
elec_lines_primary:Newcastle Emlyn South,900911.6627,electricity_primary,baseline,Run_2_3_
electricity_primary,121936978.8,elec_lines_primary:Neyland,baseline,Run_2_3_
elec_lines_primary:Neyland,46617438.51,electricity_primary,baseline,Run_2_3_
electricity_primary,81657284.66,elec_lines_primary:Penblewin,baseline,Run_2_3_
elec_lines_primary:Penblewin,24485694.91,electricity_primary,baseline,Run_2_3_
electricity_primary,125743433.8,elec_lines_primary:St Davids,baseline,Run_2_3_
elec_lines_primary:St Davids,122536995.2,electricity_primary,baseline,Run_2_3_
electricity_primary,185052465.5,elec_lines_primary:St Florence,baseline,Run_2_3_
elec_lines_primary:St Florence,156566411.7,electricity_primary,baseline,Run_2_3_
electricity_primary,1075671.266,elec_lines_primary:St Twynells,baseline,Run_2_3_
elec_lines_primary:St Twynells,13736849.91,electricity_primary,baseline,Run_2_3_
electricity_primary,156723558.9,elec_lines_primary:Steynton,baseline,Run_2_3_
elec_lines_primary:Steynton,136046079.2,electricity_primary,baseline,Run_2_3_
electricity_primary,41197395.08,elec_lines_primary:Tenby,baseline,Run_2_3_
elec_lines_primary:Tenby,704836.4601,electricity_primary,baseline,Run_2_3_
electricity_primary,24411963.31,elec_lines_primary:Whitland,baseline,Run_2_3_
elec_lines_primary:Whitland,18850159.79,electricity_primary,baseline,Run_2_3_
electricity_transport,128743226.1,electric_bus,baseline,Run_2_3_
electric_bus,59221883.99,bus_mileage,baseline,Run_2_3_
electricity_transport,82277334.57,electric_car,baseline,Run_2_3_
electric_car,287970671,car_mileage,baseline,Run_2_3_
electricity_transport,27213563.38,electric_hgv,baseline,Run_2_3_
electric_hgv,7619797.746,hgv_mileage,baseline,Run_2_3_
electricity_transport,12892016.54,electric_van,baseline,Run_2_3_
electric_van,42027973.93,van_mileage,baseline,Run_2_3_
electricity,80554833.71,electrolyser,baseline,Run_2_3_
electrolyser,52360641.91,hydrogen,baseline,Run_2_3_
electricity,251126140.5,ev_chargers,baseline,Run_2_3_
ev_chargers,251126140.5,electricity_transport,baseline,Run_2_3_
electricity_grid,-38558300.39,grid_substation,baseline,Run_2_3_
electricity_primary,-31266970.2,grid_substation,baseline,Run_2_3_
grid_substation,36294370.2,electricity_grid,baseline,Run_2_3_
grid_substation,33530900.39,electricity_primary,baseline,Run_2_3_
ground_pv,1021451156,electricity_primary,baseline,Run_2_3_
electricity,372018219.7,heat_pump,baseline,Run_2_3_
heat_pump,930045549.1,heat,baseline,Run_2_3_
hgv_mileage,8424583.595,hgv_demand,baseline,Run_2_3_
hydroelectricity,4802232,electricity_primary,baseline,Run_2_3_
hydrogen_transport,300946.9841,hydrogen_bus,baseline,Run_2_3_
hydrogen_bus,84265.15555,bus_mileage,baseline,Run_2_3_
hydrogen_transport,1702245.639,hydrogen_car,baseline,Run_2_3_
hydrogen_car,6196174.125,car_mileage,baseline,Run_2_3_
hydrogen_transport,2367017.203,hydrogen_hgv,baseline,Run_2_3_
hydrogen_hgv,804785.849,hgv_mileage,baseline,Run_2_3_
hydrogen,11360641.91,hydrogen_refueller,baseline,Run_2_3_
hydrogen_refueller,5112288.859,hydrogen_transport,baseline,Run_2_3_
hydrogen_transport,4492481.855,hydrogen_storage_transport,baseline,Run_2_3_
hydrogen_storage_transport,3969556.967,hydrogen_transport,baseline,Run_2_3_
hydrogen_transport,219154.1453,hydrogen_van,baseline,Run_2_3_
hydrogen_van,740741.0112,van_mileage,baseline,Run_2_3_
national_grid_import,2263930.187,electricity_grid,baseline,Run_2_3_
onshore_wind,54412865.27,electricity_primary,baseline,Run_2_3_
electricity,-22184358.97,primary_substation,baseline,Run_2_3_
electricity_primary,-1125514835,primary_substation,baseline,Run_2_3_
primary_substation,1122111397,electricity,baseline,Run_2_3_
primary_substation,25587797.4,electricity_primary,baseline,Run_2_3_
electricity,98835038.99,resistance_heating,baseline,Run_2_3_
resistance_heating,98835038.99,heat,baseline,Run_2_3_
rooftop_pv,18586396.91,electricity,baseline,Run_2_3_
van_mileage,42768714.94,van_demand,baseline,Run_2_3_
anaerobic_digestion,3250399.341,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity,347322424.3,battery,Islanded_2050_high_demand,Run_2_3_
biomass,9520.965517,biomass_boiler_to_elec,Islanded_2050_high_demand,Run_2_3_
biomass_boiler_to_elec,2761.08,electricity,Islanded_2050_high_demand,Run_2_3_
biomass,1432379.355,biomass_boiler_to_heat,Islanded_2050_high_demand,Run_2_3_
biomass_boiler_to_heat,1002665.548,heat,Islanded_2050_high_demand,Run_2_3_
biomass_import,1441900.32,biomass,Islanded_2050_high_demand,Run_2_3_
bus_mileage,5930614.967,bus_demand,Islanded_2050_high_demand,Run_2_3_
car_mileage,341233540.3,car_demand,Islanded_2050_high_demand,Run_2_3_
electricity,262847102.4,demand_elec,Islanded_2050_high_demand,Run_2_3_
heat,1031478689,demand_heat,Islanded_2050_high_demand,Run_2_3_
hydrogen,41000000,demand_hydrogen_industrial,Islanded_2050_high_demand,Run_2_3_
electricity_grid,7832160,elec_lines_grid:Golden Hill,Islanded_2050_high_demand,Run_2_3_
electricity_grid,26248320,elec_lines_grid:Haverfordwest Power Stn,Islanded_2050_high_demand,Run_2_3_
elec_lines_grid:Haverfordwest Power Stn,7461720,electricity_grid,Islanded_2050_high_demand,Run_2_3_
electricity_grid,7461720,elec_lines_grid:Neyland,Islanded_2050_high_demand,Run_2_3_
elec_lines_grid:Neyland,34080480,electricity_grid,Islanded_2050_high_demand,Run_2_3_
electricity_primary,63954240.5,elec_lines_primary:Brawdy,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Brawdy,1859786.217,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,64848763.53,elec_lines_primary:Bridell,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Bridell,6581884.56,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,319779284.1,elec_lines_primary:Broadfield,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Broadfield,241825615.8,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,161099399.3,elec_lines_primary:Fishguard,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Fishguard,99229079.52,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,201816912.3,elec_lines_primary:Golden Hill,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Golden Hill,74974276.41,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,14095610.66,elec_lines_primary:Haverfordwest Power Stn,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Haverfordwest Power Stn,694804725.5,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,19389692.35,elec_lines_primary:Llanfyrnach,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Llanfyrnach,1200553.94,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,48645315.46,elec_lines_primary:Merlins Bridge,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Merlins Bridge,1702119.64,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,36628396.98,elec_lines_primary:Milford Haven,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Milford Haven,1801813.301,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,100053508,elec_lines_primary:Nevern,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Nevern,64969400.34,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,5482280.041,elec_lines_primary:Newcastle Emlyn South,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Newcastle Emlyn South,569890.4302,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,81613643.69,elec_lines_primary:Neyland,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Neyland,45423572.89,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,98665144.52,elec_lines_primary:Penblewin,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Penblewin,40542755.94,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,211123450.9,elec_lines_primary:St Davids,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:St Davids,224654255.7,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,205761714.6,elec_lines_primary:St Florence,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:St Florence,179339561.2,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,2102944.436,elec_lines_primary:St Twynells,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:St Twynells,16058350.13,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,69936134.81,elec_lines_primary:Steynton,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Steynton,58013061.8,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,41144020.14,elec_lines_primary:Tenby,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Tenby,677336.4434,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_primary,37203196.24,elec_lines_primary:Whitland,Islanded_2050_high_demand,Run_2_3_
elec_lines_primary:Whitland,29115612.83,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity_transport,12858455.57,electric_bus,Islanded_2050_high_demand,Run_2_3_
electric_bus,5914889.56,bus_mileage,Islanded_2050_high_demand,Run_2_3_
electricity_transport,96833534.24,electric_car,Islanded_2050_high_demand,Run_2_3_
electric_car,338917369.9,car_mileage,Islanded_2050_high_demand,Run_2_3_
electricity_transport,30031004.74,electric_hgv,Islanded_2050_high_demand,Run_2_3_
electric_hgv,8408681.327,hgv_mileage,Islanded_2050_high_demand,Run_2_3_
electricity_transport,17610982.48,electric_van,Islanded_2050_high_demand,Run_2_3_
electric_van,57411802.89,van_mileage,Islanded_2050_high_demand,Run_2_3_
electricity,61374668.19,electrolyser,Islanded_2050_high_demand,Run_2_3_
electrolyser,47565367.84,hydrogen,Islanded_2050_high_demand,Run_2_3_
electricity,157333977,ev_chargers,Islanded_2050_high_demand,Run_2_3_
ev_chargers,157333977,electricity_transport,Islanded_2050_high_demand,Run_2_3_
electricity_grid,-34133400,grid_substation,Islanded_2050_high_demand,Run_2_3_
electricity_primary,-34080480,grid_substation,Islanded_2050_high_demand,Run_2_3_
grid_substation,34133400,electricity_grid,Islanded_2050_high_demand,Run_2_3_
grid_substation,34080480,electricity_primary,Islanded_2050_high_demand,Run_2_3_
ground_pv,945521858.5,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity,359341176.2,heat_pump,Islanded_2050_high_demand,Run_2_3_
heat_pump,898352940.5,heat,Islanded_2050_high_demand,Run_2_3_
hgv_mileage,9174371.535,hgv_demand,Islanded_2050_high_demand,Run_2_3_
hydroelectricity,4802232,electricity_primary,Islanded_2050_high_demand,Run_2_3_
hydrogen,159556.0255,hydrogen_boiler_to_heat,Islanded_2050_high_demand,Run_2_3_
hydrogen_boiler_to_heat,134027.0614,heat,Islanded_2050_high_demand,Run_2_3_
hydrogen_transport,56162.16566,hydrogen_bus,Islanded_2050_high_demand,Run_2_3_
hydrogen_bus,15725.40639,bus_mileage,Islanded_2050_high_demand,Run_2_3_
hydrogen_transport,636310.5677,hydrogen_car,Islanded_2050_high_demand,Run_2_3_
hydrogen_car,2316170.467,car_mileage,Islanded_2050_high_demand,Run_2_3_
hydrogen_transport,2252030.024,hydrogen_hgv,Islanded_2050_high_demand,Run_2_3_
hydrogen_hgv,765690.2082,hgv_mileage,Islanded_2050_high_demand,Run_2_3_
hydrogen_import,945857.3953,hydrogen,Islanded_2050_high_demand,Run_2_3_
hydrogen,7351669.214,hydrogen_refueller,Islanded_2050_high_demand,Run_2_3_
hydrogen_refueller,3308251.146,hydrogen_transport,Islanded_2050_high_demand,Run_2_3_
hydrogen_storage_tank,-1.25E-11,hydrogen,Islanded_2050_high_demand,Run_2_3_
hydrogen_transport,2527382.217,hydrogen_storage_transport,Islanded_2050_high_demand,Run_2_3_
hydrogen_storage_transport,2233194.927,hydrogen_transport,Islanded_2050_high_demand,Run_2_3_
hydrogen_transport,69561.09857,hydrogen_van,Islanded_2050_high_demand,Run_2_3_
hydrogen_van,235116.5132,van_mileage,Islanded_2050_high_demand,Run_2_3_
onshore_wind,54071056.5,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity,-47087443.59,primary_substation,Islanded_2050_high_demand,Run_2_3_
electricity_primary,-1077428888,primary_substation,Islanded_2050_high_demand,Run_2_3_
primary_substation,1054732990,electricity,Islanded_2050_high_demand,Run_2_3_
primary_substation,69783341.81,electricity_primary,Islanded_2050_high_demand,Run_2_3_
electricity,131989056.2,resistance_heating,Islanded_2050_high_demand,Run_2_3_
resistance_heating,131989056.2,heat,Islanded_2050_high_demand,Run_2_3_
rooftop_pv,18586396.91,electricity,Islanded_2050_high_demand,Run_2_3_
van_mileage,57646919.41,van_demand,Islanded_2050_high_demand,Run_2_3_
bus_mileage,447067.6715,bus_demand,2050_high_hydrogen,Run_2_5_
car_mileage,25723215.07,car_demand,2050_high_hydrogen,Run_2_5_
electricity,21546796.49,demand_elec,2050_high_hydrogen,Run_2_5_
heat,21168977.88,demand_heat,2050_high_hydrogen,Run_2_5_
hydrogen_heat,17636417.95,demand_hydrogen_heat,2050_high_hydrogen,Run_2_5_
